url_path,views_total,views_unique
/tendermint/starport,1864,728
/tendermint/starport/issues,336,63
/tendermint/starport/pulls,323,37
/tendermint/starport/search,244,41
/tendermint/starport/tree/develop/starport,141,63
/tendermint/starport/releases,101,56
/tendermint/starport/discussions/1978,86,47
/tendermint/starport/tree/develop/docs,71,47
/tendermint/starport/pull/1753,70,10
/tendermint/starport/pull/2039,66,10
