url_path,views_total,views_unique
/tendermint/starport,1720,661
/tendermint/starport/pulls,474,24
/tendermint/starport/issues,388,53
/tendermint/starport/tree/develop/starport,112,52
/tendermint/starport/releases,107,50
/tendermint/starport/milestone/14,97,13
/tendermint/starport/search,94,24
/tendermint/starport/milestones,82,5
/tendermint/starport/pull/1974,74,6
/tendermint/starport/pull/1969,72,6
