url_path,views_total,views_unique
/tendermint/starport,1238,535
/tendermint/starport/issues,291,55
/tendermint/starport/pulls,274,19
/tendermint/starport/tree/develop/starport,82,41
/tendermint/starport/releases,75,38
/tendermint/starport/search,69,18
/tendermint/starport/milestone/14,52,11
/tendermint/starport/tree/develop/docs,51,36
/tendermint/starport/milestones,37,3
/tendermint/starport/pull/1968,36,6
