url_path,views_total,views_unique
/tendermint/starport,2183,873
/tendermint/starport/issues,487,87
/tendermint/starport/pulls,421,40
/tendermint/starport/search,205,41
/tendermint/starport/tree/develop/starport,149,81
/tendermint/starport/pull/2055,119,10
/tendermint/starport/tree/develop/docs,86,41
/tendermint/starport/releases,85,49
/tendermint/starport/network/dependents,59,10
/tendermint/starport/milestone/17,56,8
