url_path,views_total,views_unique
/tendermint/starport,1988,804
/tendermint/starport/issues,399,70
/tendermint/starport/pulls,322,38
/tendermint/starport/search,268,41
/tendermint/starport/tree/develop/starport,142,68
/tendermint/starport/pull/2055,109,12
/tendermint/starport/releases,80,46
/tendermint/starport/tree/develop/docs,79,53
/tendermint/starport/pull/2039,69,10
/tendermint/starport/tree/develop/starport/pkg,64,29
