url_path,views_total,views_unique
/tendermint/starport,2122,864
/tendermint/starport/issues,437,85
/tendermint/starport/pulls,336,40
/tendermint/starport/search,191,39
/tendermint/starport/tree/develop/starport,146,82
/tendermint/starport/pull/2055,135,12
/tendermint/starport/releases,78,46
/tendermint/starport/tree/develop/docs,63,43
/tendermint/starport/tree/develop/starport/pkg,60,31
/tendermint/starport/tree/develop/actions,45,15
