url_path,views_total,views_unique
/tendermint/starport,1712,669
/tendermint/starport/issues,308,59
/tendermint/starport/pulls,297,34
/tendermint/starport/search,237,38
/tendermint/starport/tree/develop/starport,129,57
/tendermint/starport/releases,94,51
/tendermint/starport/pull/1753,70,10
/tendermint/starport/pull/2039,66,10
/tendermint/starport/tree/develop/docs,63,45
/tendermint/starport/pull/1753/files,62,9
