url_path,views_total,views_unique
/tendermint/starport,1719,641
/tendermint/starport/pulls,437,23
/tendermint/starport/issues,369,50
/tendermint/starport/releases,115,55
/tendermint/starport/tree/develop/starport,113,50
/tendermint/starport/search,93,23
/tendermint/starport/milestone/14,88,13
/tendermint/starport/milestones,76,5
/tendermint/starport/pull/1969,74,6
/tendermint/starport/pull/1974,74,6
