url_path,views_total,views_unique
/tendermint/starport,1204,500
/tendermint/starport/pulls,177,23
/tendermint/starport/issues,173,47
/tendermint/starport/releases,94,40
/tendermint/starport/search,78,16
/tendermint/starport/tree/develop/starport,52,32
/tendermint/starport/issues/1931,38,18
/tendermint/starport/tree/develop/docs,32,19
/tendermint/starport/releases/tag/v0.19.1,27,17
/tendermint/starport/issues/1813,22,9
