url_path,views_total,views_unique
/tendermint/starport,1852,668
/tendermint/starport/pulls,309,34
/tendermint/starport/issues,304,53
/tendermint/starport/releases,138,65
/tendermint/starport/discussions/1978,123,56
/tendermint/starport/tree/develop/starport,111,59
/tendermint/starport/search,109,29
/tendermint/starport/tree/develop/docs,68,34
/tendermint/starport/milestones,63,9
/tendermint/starport/pull/2036,47,41
