url_path,views_total,views_unique
/tendermint/starport,2149,842
/tendermint/starport/pulls,588,38
/tendermint/starport/issues,372,85
/tendermint/starport/search,201,52
/tendermint/starport/tree/develop/starport,149,89
/tendermint/starport/pull/2146,102,14
/tendermint/starport/releases,91,58
/tendermint/starport/tree/develop/docs,85,52
/tendermint/starport/issues/2130,74,24
/tendermint/starport/issues/2098,70,16
