url_path,views_total,views_unique
/tendermint/starport,1329,563
/tendermint/starport/pulls,311,18
/tendermint/starport/issues,310,52
/tendermint/starport/tree/develop/starport,97,43
/tendermint/starport/releases,84,41
/tendermint/starport/search,69,18
/tendermint/starport/milestone/14,67,14
/tendermint/starport/tree/develop/docs,52,36
/tendermint/starport/milestones,44,5
/tendermint/starport/pull/1968,39,9
