url_path,views_total,views_unique
/tendermint/starport,1734,640
/tendermint/starport/issues,321,56
/tendermint/starport/pulls,303,31
/tendermint/starport/search,153,31
/tendermint/starport/discussions/1978,120,54
/tendermint/starport/tree/develop/starport,101,51
/tendermint/starport/releases,98,54
/tendermint/starport/tree/develop/docs,66,36
/tendermint/starport/pull/2036,51,42
/tendermint/starport/pull/2039,47,6
